station id, station name, valid,povp. dnevna T [°C],max. T [°C],min. T [°C]
_1892,MARIBOR - TABOR,1975-02-11,2.5,12.9,-4.2
_1892,MARIBOR - TABOR,1975-02-12,7.8,14.3,-0.8
_1892,MARIBOR - TABOR,1975-02-13,5.5,13.8,2
_1892,MARIBOR - TABOR,1975-02-14,2.6,8.3,0.2
_1892,MARIBOR - TABOR,1975-02-15,2,5.8,-2.4
_1892,MARIBOR - TABOR,1975-02-16,0,3.3,-1.3
_1892,MARIBOR - TABOR,1975-02-17,-3.4,1.2,-6.3
_1892,MARIBOR - TABOR,1975-02-18,-2.2,5.4,-9.3
_1892,MARIBOR - TABOR,1975-02-19,1.2,6.4,-4
_1892,MARIBOR - TABOR,1975-02-20,0.2,2.7,-0.9
_1892,MARIBOR - TABOR,1975-02-21,1.3,2.5,-1.1
_1892,MARIBOR - TABOR,1975-02-22,0.5,4.9,-2.4
_1892,MARIBOR - TABOR,1975-02-23,1.5,8.5,-5.5
_1892,MARIBOR - TABOR,1975-02-24,2.1,8.3,-1.9
_1892,MARIBOR - TABOR,1975-02-25,2.6,9,-2
_1892,MARIBOR - TABOR,1975-02-26,2,7,-0.6
_1892,MARIBOR - TABOR,1975-02-27,-0.1,7.5,-3.5
_1892,MARIBOR - TABOR,1975-02-28,2.9,13,-6.6
_1892,MARIBOR - TABOR,1975-03-01,4.7,15.4,-2.8
_1892,MARIBOR - TABOR,1975-03-02,9.2,18.4,-1
_1892,MARIBOR - TABOR,1975-03-03,9.4,17,4.5
_1892,MARIBOR - TABOR,1975-03-04,9.7,13.7,2.9
_1892,MARIBOR - TABOR,1975-03-05,8,13.2,4
_1892,MARIBOR - TABOR,1975-03-06,8.3,14.9,1.4
_1892,MARIBOR - TABOR,1975-03-07,9,15.1,3
_1892,MARIBOR - TABOR,1975-03-08,9.2,16.4,1.9
_1892,MARIBOR - TABOR,1975-03-09,10.3,16,2.5
_1892,MARIBOR - TABOR,1975-03-10,9.1,13.6,3.6
_1892,MARIBOR - TABOR,1975-03-11,9.9,16.2,7.2
_1892,MARIBOR - TABOR,1975-03-12,5.3,9.4,2.7
_1892,MARIBOR - TABOR,1975-03-13,7.8,11.7,4.1
_1892,MARIBOR - TABOR,1975-03-14,5.9,7.8,5.3
_1892,MARIBOR - TABOR,1975-03-15,5.8,11.1,1.9
_1892,MARIBOR - TABOR,1975-03-16,6.6,12.3,0.4
_1892,MARIBOR - TABOR,1975-03-17,3.5,7.1,2.7
_1892,MARIBOR - TABOR,1975-03-18,1.4,3,0.5
_1892,MARIBOR - TABOR,1975-03-19,4.2,5,1.4
_1892,MARIBOR - TABOR,1975-03-20,7.1,8.3,3.9
_1892,MARIBOR - TABOR,1975-03-21,4.4,7.8,2.4
_1892,MARIBOR - TABOR,1975-03-22,1,6,-2.3
_1892,MARIBOR - TABOR,1975-03-23,0.3,2.7,-2.4
_1892,MARIBOR - TABOR,1975-03-24,1.5,6.8,-2.3
_1892,MARIBOR - TABOR,1975-03-25,3,8.6,-3.1
_1892,MARIBOR - TABOR,1975-03-26,7,13,-2.4
_1892,MARIBOR - TABOR,1975-03-27,7.9,11.5,2.4
_1892,MARIBOR - TABOR,1975-03-28,10.2,14.3,7.6
_1892,MARIBOR - TABOR,1975-03-29,1.5,10.3,0
_1892,MARIBOR - TABOR,1975-03-30,1.8,2.6,0.3
_1892,MARIBOR - TABOR,1975-03-31,3.4,5.7,1.7
_1892,MARIBOR - TABOR,1975-04-01,3.9,5.8,2
_1892,MARIBOR - TABOR,1975-04-02,3.4,6,2.4
_1892,MARIBOR - TABOR,1975-04-03,6.4,11.7,2.2
_1892,MARIBOR - TABOR,1975-04-04,9.1,13.4,5.8
_1892,MARIBOR - TABOR,1975-04-05,11.4,18.7,4.8
_1892,MARIBOR - TABOR,1975-04-06,13.3,19.3,5.9
_1892,MARIBOR - TABOR,1975-04-07,7.7,13.6,7.5
_1892,MARIBOR - TABOR,1975-04-08,8.1,13.3,4.1
_1892,MARIBOR - TABOR,1975-04-09,9.3,14.7,5.5
_1892,MARIBOR - TABOR,1975-04-10,4.4,6.5,2.7
_1892,MARIBOR - TABOR,1975-04-11,7,10.8,3.6
_1892,MARIBOR - TABOR,1975-04-12,6.7,11.8,0
_1892,MARIBOR - TABOR,1975-04-13,10.6,17.1,0.8
_1892,MARIBOR - TABOR,1975-04-14,11.4,18.3,6.3
_1892,MARIBOR - TABOR,1975-04-15,12.5,20,4.8
_1892,MARIBOR - TABOR,1975-04-16,9.3,11.9,7.2
_1892,MARIBOR - TABOR,1975-04-17,9.9,15.2,5.4
_1892,MARIBOR - TABOR,1975-04-18,8.7,14,2.2
_1892,MARIBOR - TABOR,1975-04-19,8.5,15.1,2.2
_1892,MARIBOR - TABOR,1975-04-20,13,17.2,2.6
_1892,MARIBOR - TABOR,1975-04-21,13.1,18.8,9.2
_1892,MARIBOR - TABOR,1975-04-22,11.8,15.4,9.9
_1892,MARIBOR - TABOR,1975-04-23,12.2,15,7.6
_1892,MARIBOR - TABOR,1975-04-24,13,18.7,7.6
_1892,MARIBOR - TABOR,1975-04-25,10.5,15,8
_1892,MARIBOR - TABOR,1975-04-26,8.1,12,1.8
_1892,MARIBOR - TABOR,1975-04-27,10.2,13.6,4.3
_1892,MARIBOR - TABOR,1975-04-28,11.5,18.1,4.7
_1892,MARIBOR - TABOR,1975-04-29,12.8,20.2,4.7
_1892,MARIBOR - TABOR,1975-04-30,14.8,22.1,5
_1892,MARIBOR - TABOR,1975-05-01,12.5,15.6,11.6
_1892,MARIBOR - TABOR,1975-05-02,14.7,20.4,7.2
_1892,MARIBOR - TABOR,1975-05-03,14.5,20.6,6.3
_1892,MARIBOR - TABOR,1975-05-04,12.2,15.9,10.2
_1892,MARIBOR - TABOR,1975-05-05,11,12.8,9.6
_1892,MARIBOR - TABOR,1975-05-06,12.8,15.4,9.8
_1892,MARIBOR - TABOR,1975-05-07,16.4,22.4,11.2
_1892,MARIBOR - TABOR,1975-05-08,13.5,18.6,10.9
_1892,MARIBOR - TABOR,1975-05-09,13.2,19.6,7.9
_1892,MARIBOR - TABOR,1975-05-10,13.8,21.7,5.9
_1892,MARIBOR - TABOR,1975-05-11,16.6,22,7
_1892,MARIBOR - TABOR,1975-05-12,15.8,21,10.8
_1892,MARIBOR - TABOR,1975-05-13,14.6,17.4,11
_1892,MARIBOR - TABOR,1975-05-14,17,22.7,12
_1892,MARIBOR - TABOR,1975-05-15,17.2,22.9,13.4
_1892,MARIBOR - TABOR,1975-05-16,16.3,23.7,11.6
_1892,MARIBOR - TABOR,1975-05-17,18.7,25.4,12.9
_1892,MARIBOR - TABOR,1975-05-18,21,28.1,13.2
_1892,MARIBOR - TABOR,1975-05-19,20.9,27.4,14.2
_1892,MARIBOR - TABOR,1975-05-20,21.6,26.5,13.9
_1892,MARIBOR - TABOR,1975-05-21,20.1,24.8,13.4
_1892,MARIBOR - TABOR,1975-05-22,16.8,24.1,13
_1892,MARIBOR - TABOR,1975-05-23,11.5,15,10.4
_1892,MARIBOR - TABOR,1975-05-24,11.2,14.4,9.8
_1892,MARIBOR - TABOR,1975-05-25,14.2,19,11
_1892,MARIBOR - TABOR,1975-05-26,15.7,18.8,11.8
_1892,MARIBOR - TABOR,1975-05-27,14.7,17.4,12.7
_1892,MARIBOR - TABOR,1975-05-28,17.7,22.6,13
_1892,MARIBOR - TABOR,1975-05-29,18.8,24.1,10.7
_1892,MARIBOR - TABOR,1975-05-30,18.1,23.2,15.5
_1892,MARIBOR - TABOR,1975-05-31,17.3,20.8,9.4
_1892,MARIBOR - TABOR,1975-06-01,11.5,18.5,8.8
_1892,MARIBOR - TABOR,1975-06-02,9.5,11.6,6.7
_1892,MARIBOR - TABOR,1975-06-03,11.1,14,9.1
_1892,MARIBOR - TABOR,1975-06-04,11.9,17,7.7
_1892,MARIBOR - TABOR,1975-06-05,12.7,16.8,6.4
_1892,MARIBOR - TABOR,1975-06-06,13,17.6,7.9
_1892,MARIBOR - TABOR,1975-06-07,15.8,18,8.4
_1892,MARIBOR - TABOR,1975-06-08,13.3,16.2,10.7
_1892,MARIBOR - TABOR,1975-06-09,15.1,20.8,10.4
_1892,MARIBOR - TABOR,1975-06-10,15,18.1,12.1
_1892,MARIBOR - TABOR,1975-06-11,16.2,22.3,12
_1892,MARIBOR - TABOR,1975-06-12,19.2,24.4,11.8
_1892,MARIBOR - TABOR,1975-06-13,20.4,26.5,13.6
_1892,MARIBOR - TABOR,1975-06-14,22.8,27.2,16.3
_1892,MARIBOR - TABOR,1975-06-15,23,29.3,14.4
_1892,MARIBOR - TABOR,1975-06-16,19.2,23.7,16.8
_1892,MARIBOR - TABOR,1975-06-17,16,19,14.3
_1892,MARIBOR - TABOR,1975-06-18,14.5,16.7,12.4
_1892,MARIBOR - TABOR,1975-06-19,16.9,21.4,10.6
_1892,MARIBOR - TABOR,1975-06-20,15.3,17.4,12.4
_1892,MARIBOR - TABOR,1975-06-21,19.5,24,14.8
_1892,MARIBOR - TABOR,1975-06-22,21,26.6,16
_1892,MARIBOR - TABOR,1975-06-23,21.9,29,16.6
_1892,MARIBOR - TABOR,1975-06-24,17.3,26,15.8
_1892,MARIBOR - TABOR,1975-06-25,17.9,22.2,14.4
_1892,MARIBOR - TABOR,1975-06-26,19.3,24.9,14.6
_1892,MARIBOR - TABOR,1975-06-27,21.4,27.8,13.2
_1892,MARIBOR - TABOR,1975-06-28,18.8,26.7,16
_1892,MARIBOR - TABOR,1975-06-29,17,21.5,14.8
_1892,MARIBOR - TABOR,1975-06-30,12.3,16.1,10.7
_1892,MARIBOR - TABOR,1975-07-01,11.3,13.3,9.8
_1892,MARIBOR - TABOR,1975-07-02,16.9,20.2,10.6
_1892,MARIBOR - TABOR,1975-07-03,20.1,25.9,16.9
_1892,MARIBOR - TABOR,1975-07-04,21.6,27.4,12.1
_1892,MARIBOR - TABOR,1975-07-05,19.1,23,16.2
_1892,MARIBOR - TABOR,1975-07-06,18.9,25.2,15.6
_1892,MARIBOR - TABOR,1975-07-07,20.2,26.3,14.6
_1892,MARIBOR - TABOR,1975-07-08,21.8,27.1,14.8
_1892,MARIBOR - TABOR,1975-07-09,21.5,27.6,16.5
_1892,MARIBOR - TABOR,1975-07-10,21.1,26.5,16.3
_1892,MARIBOR - TABOR,1975-07-11,21,26,15.9
_1892,MARIBOR - TABOR,1975-07-12,17.5,20,16.5
_1892,MARIBOR - TABOR,1975-07-13,20.4,26.1,15.9
_1892,MARIBOR - TABOR,1975-07-14,22,27.7,15.1
_1892,MARIBOR - TABOR,1975-07-15,22.5,30.4,16.1
_1892,MARIBOR - TABOR,1975-07-16,21.3,26.7,17
_1892,MARIBOR - TABOR,1975-07-17,20.5,26.6,16.3
_1892,MARIBOR - TABOR,1975-07-18,23.8,29.3,16.2
_1892,MARIBOR - TABOR,1975-07-19,18.3,24.4,15.8
_1892,MARIBOR - TABOR,1975-07-20,19.2,25.1,12.4
_1892,MARIBOR - TABOR,1975-07-21,19.3,26,14.1
_1892,MARIBOR - TABOR,1975-07-22,19,24.7,15.7
_1892,MARIBOR - TABOR,1975-07-23,21.3,26,14
_1892,MARIBOR - TABOR,1975-07-24,21.5,28.3,14.3
_1892,MARIBOR - TABOR,1975-07-25,14.4,19.8,13.2
_1892,MARIBOR - TABOR,1975-07-26,15,21.6,9
_1892,MARIBOR - TABOR,1975-07-27,16,21.7,9.1
_1892,MARIBOR - TABOR,1975-07-28,19.3,25,12
_1892,MARIBOR - TABOR,1975-07-29,20.6,26,13.4
_1892,MARIBOR - TABOR,1975-07-30,20.1,26.7,16.3
_1892,MARIBOR - TABOR,1975-07-31,19.6,25.8,15.4
_1892,MARIBOR - TABOR,1975-08-01,20.3,26.4,15
_1892,MARIBOR - TABOR,1975-08-02,19.2,26.5,15
_1892,MARIBOR - TABOR,1975-08-03,19.3,24.6,15.3
_1892,MARIBOR - TABOR,1975-08-04,19.7,25.6,14.3
_1892,MARIBOR - TABOR,1975-08-05,19.3,23.5,14.3
_1892,MARIBOR - TABOR,1975-08-06,20.2,25.3,15.5
_1892,MARIBOR - TABOR,1975-08-07,18.6,25.4,16.1
_1892,MARIBOR - TABOR,1975-08-08,18.6,23.2,15.2
_1892,MARIBOR - TABOR,1975-08-09,20.2,26,15.4
_1892,MARIBOR - TABOR,1975-08-10,21,27.4,16
_1892,MARIBOR - TABOR,1975-08-11,21.2,27.3,15.4
_1892,MARIBOR - TABOR,1975-08-12,18,24.1,15
_1892,MARIBOR - TABOR,1975-08-13,17.5,23,15.3
_1892,MARIBOR - TABOR,1975-08-14,17,22.4,13.9
_1892,MARIBOR - TABOR,1975-08-15,20.6,26.4,13
_1892,MARIBOR - TABOR,1975-08-16,19.3,22.4,17.1
_1892,MARIBOR - TABOR,1975-08-17,21.1,26.1,14.1
_1892,MARIBOR - TABOR,1975-08-18,18.3,24.5,16
_1892,MARIBOR - TABOR,1975-08-19,18,23.6,15.7
_1892,MARIBOR - TABOR,1975-08-20,17.8,24.3,12.1
_1892,MARIBOR - TABOR,1975-08-21,18.8,25.3,12.2
_1892,MARIBOR - TABOR,1975-08-22,18.8,24.2,10.5
_1892,MARIBOR - TABOR,1975-08-23,19.3,24.5,13.3
_1892,MARIBOR - TABOR,1975-08-24,17.2,21.5,15.6
_1892,MARIBOR - TABOR,1975-08-25,15,17.4,13.8
_1892,MARIBOR - TABOR,1975-08-26,16.7,20.3,13.2
_1892,MARIBOR - TABOR,1975-08-27,18.6,21.4,14.3
_1892,MARIBOR - TABOR,1975-08-28,15.7,19.1,14.3
_1892,MARIBOR - TABOR,1975-08-29,15.8,17.7,14.5
_1892,MARIBOR - TABOR,1975-08-30,16.9,21.2,13.8
_1892,MARIBOR - TABOR,1975-08-31,18.6,24.4,15.5
_1892,MARIBOR - TABOR,1975-09-01,19.1,25.1,13.7
_1892,MARIBOR - TABOR,1975-09-02,19.1,24.6,13.7
_1892,MARIBOR - TABOR,1975-09-03,16.2,21.1,13.9
_1892,MARIBOR - TABOR,1975-09-04,19.2,24.6,14.1
_1892,MARIBOR - TABOR,1975-09-05,18.1,25.4,15.2
_1892,MARIBOR - TABOR,1975-09-06,16.1,22.4,14.4
_1892,MARIBOR - TABOR,1975-09-07,16.5,21.6,13.3
_1892,MARIBOR - TABOR,1975-09-08,15.5,20.6,13.5
_1892,MARIBOR - TABOR,1975-09-09,15.5,21,9.2
_1892,MARIBOR - TABOR,1975-09-10,15.7,22.8,10
_1892,MARIBOR - TABOR,1975-09-11,17.2,22.7,11.6
_1892,MARIBOR - TABOR,1975-09-12,15.9,18.2,14.9
_1892,MARIBOR - TABOR,1975-09-13,10.6,14.9,8.8
_1892,MARIBOR - TABOR,1975-09-14,14.6,19.7,5.1
_1892,MARIBOR - TABOR,1975-09-15,17.3,24.2,11.2
_1892,MARIBOR - TABOR,1975-09-16,23.7,29,14.6
_1892,MARIBOR - TABOR,1975-09-17,21.4,29.4,15.7
_1892,MARIBOR - TABOR,1975-09-18,19.4,26.1,15.7
_1892,MARIBOR - TABOR,1975-09-19,17.5,23.1,15
_1892,MARIBOR - TABOR,1975-09-20,16.9,23.8,11.6
_1892,MARIBOR - TABOR,1975-09-21,16.8,23.7,11.4
_1892,MARIBOR - TABOR,1975-09-22,17.7,23.2,14
_1892,MARIBOR - TABOR,1975-09-23,16.3,22.9,12.3
_1892,MARIBOR - TABOR,1975-09-24,15.9,23,10
_1892,MARIBOR - TABOR,1975-09-25,16.1,23.9,10.2
_1892,MARIBOR - TABOR,1975-09-26,18.9,23.2,13.4
_1892,MARIBOR - TABOR,1975-09-27,15.6,19.6,13.2
_1892,MARIBOR - TABOR,1975-09-28,19.1,26.1,12.4
_1892,MARIBOR - TABOR,1975-09-29,18.4,25.9,12.4
_1892,MARIBOR - TABOR,1975-09-30,17.7,23.9,13.1
_1892,MARIBOR - TABOR,1975-10-01,19.3,25.6,14
_1892,MARIBOR - TABOR,1975-10-02,17.8,22.3,14.6
_1892,MARIBOR - TABOR,1975-10-03,16.3,24.2,10.1
_1892,MARIBOR - TABOR,1975-10-04,13.7,18.2,11.6
_1892,MARIBOR - TABOR,1975-10-05,11.2,16.6,8.6
_1892,MARIBOR - TABOR,1975-10-06,11.9,19.2,7.8
_1892,MARIBOR - TABOR,1975-10-07,13.3,19.2,6.5
_1892,MARIBOR - TABOR,1975-10-08,11.8,18.3,6.2
_1892,MARIBOR - TABOR,1975-10-09,8.8,14.1,6.6
_1892,MARIBOR - TABOR,1975-10-10,7.6,11.7,4.9
_1892,MARIBOR - TABOR,1975-10-11,5.9,7,4.4
_1892,MARIBOR - TABOR,1975-10-12,3.9,6.3,2.4
_1892,MARIBOR - TABOR,1975-10-13,6.3,7.8,2.4
_1892,MARIBOR - TABOR,1975-10-14,7.3,9,4.4
_1892,MARIBOR - TABOR,1975-10-15,7.2,15.4,3
_1892,MARIBOR - TABOR,1975-10-16,7.6,11.1,2
_1892,MARIBOR - TABOR,1975-10-17,9.2,9.7,8.5
_1892,MARIBOR - TABOR,1975-10-18,10.1,13.4,8.6
_1892,MARIBOR - TABOR,1975-10-19,10.1,15,6
_1892,MARIBOR - TABOR,1975-10-20,9.7,12.4,8.2
_1892,MARIBOR - TABOR,1975-10-21,9.1,12.6,4.9
_1892,MARIBOR - TABOR,1975-10-22,8.6,11.4,7.2
_1892,MARIBOR - TABOR,1975-10-23,11.4,15.4,5.5
_1892,MARIBOR - TABOR,1975-10-24,8.9,13.6,7.4
_1892,MARIBOR - TABOR,1975-10-25,7.7,14.6,3.6
_1892,MARIBOR - TABOR,1975-10-26,7.7,16.6,0.6
_1892,MARIBOR - TABOR,1975-10-27,10.2,18.3,2.7
_1892,MARIBOR - TABOR,1975-10-28,9.4,18.6,2
_1892,MARIBOR - TABOR,1975-10-29,9.5,17.7,4
_1892,MARIBOR - TABOR,1975-10-30,8.7,18,1.4
_1892,MARIBOR - TABOR,1975-10-31,7,15.7,3
_1892,MARIBOR - TABOR,1975-11-01,4.7,5.2,3.6
_1892,MARIBOR - TABOR,1975-11-02,6.6,7.5,5
_1892,MARIBOR - TABOR,1975-11-03,7.9,11,5.4
_1892,MARIBOR - TABOR,1975-11-04,7.6,8.4,7
_1892,MARIBOR - TABOR,1975-11-05,7.4,8.9,6.9
_1892,MARIBOR - TABOR,1975-11-06,6.4,7.7,6
_1892,MARIBOR - TABOR,1975-11-07,5.9,7.2,3.6
_1892,MARIBOR - TABOR,1975-11-08,6.8,8.3,5.7
_1892,MARIBOR - TABOR,1975-11-09,4.2,6.2,3.4
_1892,MARIBOR - TABOR,1975-11-10,5,5.4,3
_1892,MARIBOR - TABOR,1975-11-11,5.2,6.2,4.4
_1892,MARIBOR - TABOR,1975-11-12,4.2,5.6,3.6
_1892,MARIBOR - TABOR,1975-11-13,5.6,7.2,2.6
_1892,MARIBOR - TABOR,1975-11-14,3.9,5.6,3.4
_1892,MARIBOR - TABOR,1975-11-15,4.5,7.4,2.8
_1892,MARIBOR - TABOR,1975-11-16,1.4,3.8,-0.1
_1892,MARIBOR - TABOR,1975-11-17,1.4,1.8,0.4
_1892,MARIBOR - TABOR,1975-11-18,4.2,5.8,1.6
_1892,MARIBOR - TABOR,1975-11-19,6,10.3,1.4
_1892,MARIBOR - TABOR,1975-11-20,6.2,8.9,2.2
_1892,MARIBOR - TABOR,1975-11-21,2.6,7.2,-1.1
_1892,MARIBOR - TABOR,1975-11-22,0,6.3,-4.4
_1892,MARIBOR - TABOR,1975-11-23,-1.8,1.6,-3.4
_1892,MARIBOR - TABOR,1975-11-24,-2.2,2.2,-5.4
_1892,MARIBOR - TABOR,1975-11-25,-4.4,1.6,-9.6
_1892,MARIBOR - TABOR,1975-11-26,-3.5,3.3,-9.1
_1892,MARIBOR - TABOR,1975-11-27,0.7,7.1,-5.7
_1892,MARIBOR - TABOR,1975-11-28,5.3,10,0.6
_1892,MARIBOR - TABOR,1975-11-29,2,6.3,-0.8
_1892,MARIBOR - TABOR,1975-11-30,3.4,5.8,-1.6
_1892,MARIBOR - TABOR,1975-12-01,3.5,5.6,1.8
_1892,MARIBOR - TABOR,1975-12-02,4.6,6,2.7
_1892,MARIBOR - TABOR,1975-12-03,5,9.4,3.2
_1892,MARIBOR - TABOR,1975-12-04,4,5.6,0.6
_1892,MARIBOR - TABOR,1975-12-05,0.6,4.3,-0.8
_1892,MARIBOR - TABOR,1975-12-06,2,9.1,-3.1
_1892,MARIBOR - TABOR,1975-12-07,0.3,6.3,-2.3
_1892,MARIBOR - TABOR,1975-12-08,1.3,7.3,-3.7
_1892,MARIBOR - TABOR,1975-12-09,-0.8,4.6,-4.4
_1892,MARIBOR - TABOR,1975-12-10,-0.5,4.9,-3.4
_1892,MARIBOR - TABOR,1975-12-11,1.3,2.9,-2.6
_1892,MARIBOR - TABOR,1975-12-12,-0.8,1.7,-1.4
_1892,MARIBOR - TABOR,1975-12-13,0.4,1.1,-1.7
_1892,MARIBOR - TABOR,1975-12-14,0.5,2.1,-0.8
_1892,MARIBOR - TABOR,1975-12-15,0.2,1.1,-0.6
_1892,MARIBOR - TABOR,1975-12-16,0.8,1.4,-0.8
_1892,MARIBOR - TABOR,1975-12-17,1.3,1.7,0.9
_1892,MARIBOR - TABOR,1975-12-18,0.5,3.1,-1.3
_1892,MARIBOR - TABOR,1975-12-19,-5,-1.2,-6.8
_1892,MARIBOR - TABOR,1975-12-20,-3.5,1.1,-9.5
_1892,MARIBOR - TABOR,1975-12-21,-2.7,3,-8.1
_1892,MARIBOR - TABOR,1975-12-22,0,6.7,-5.8
_1892,MARIBOR - TABOR,1975-12-23,-1.6,2.6,-5
_1892,MARIBOR - TABOR,1975-12-24,-2.9,1.8,-6.6
_1892,MARIBOR - TABOR,1975-12-25,-2.7,0.1,-5.3
_1892,MARIBOR - TABOR,1975-12-26,-1.2,4.6,-6.3
_1892,MARIBOR - TABOR,1975-12-27,3.2,11,-1.9
_1892,MARIBOR - TABOR,1975-12-28,0.8,7.3,-3.5
_1892,MARIBOR - TABOR,1975-12-29,-0.7,7.1,-4.7
_1892,MARIBOR - TABOR,1975-12-30,-3.4,-2,-3.9
_1892,MARIBOR - TABOR,1975-12-31,-3.9,-3.2,-5
_1892,MARIBOR - TABOR,1976-01-01,-2.8,-1.4,-5
_1892,MARIBOR - TABOR,1976-01-02,3.8,10.7,-3.7
_1892,MARIBOR - TABOR,1976-01-03,4.1,11.5,-0.6
_1892,MARIBOR - TABOR,1976-01-04,4.1,7.2,1.4
_1892,MARIBOR - TABOR,1976-01-05,-0.5,5,-4.8
_1892,MARIBOR - TABOR,1976-01-06,2.4,8.1,-1.3
_1892,MARIBOR - TABOR,1976-01-07,0.1,0.9,-0.4
_1892,MARIBOR - TABOR,1976-01-08,0.7,7.7,-4.9
_1892,MARIBOR - TABOR,1976-01-09,0.3,9,-4.2
_1892,MARIBOR - TABOR,1976-01-10,-0.3,3.7,-5.2
_1892,MARIBOR - TABOR,1976-01-11,8.2,13.7,-2.9
_1892,MARIBOR - TABOR,1976-01-12,7.3,16,0.1
_1892,MARIBOR - TABOR,1976-01-13,9.1,14.2,6.1
_1892,MARIBOR - TABOR,1976-01-14,4.1,8.7,1.1
_1892,MARIBOR - TABOR,1976-01-15,4.3,10.3,0.8
_1892,MARIBOR - TABOR,1976-01-16,-3.9,2,-6.8
_1892,MARIBOR - TABOR,1976-01-17,-4,0.6,-9.1
_1892,MARIBOR - TABOR,1976-01-18,-1.6,0.3,-5.3
_1892,MARIBOR - TABOR,1976-01-19,2.3,8.3,-3.7
_1892,MARIBOR - TABOR,1976-01-20,1.9,7.1,-3.8
_1892,MARIBOR - TABOR,1976-01-21,3.5,9.4,0
_1892,MARIBOR - TABOR,1976-01-22,3.3,11.6,-4.3
_1892,MARIBOR - TABOR,1976-01-23,4.9,14.7,-1.6
_1892,MARIBOR - TABOR,1976-01-24,1.1,4.3,-1.2
_1892,MARIBOR - TABOR,1976-01-25,-1.8,0.4,-2.9
_1892,MARIBOR - TABOR,1976-01-26,-2.1,1.1,-6.9
_1892,MARIBOR - TABOR,1976-01-27,-2.5,0.8,-4.1
_1892,MARIBOR - TABOR,1976-01-28,-1.7,0.5,-5.9
_1892,MARIBOR - TABOR,1976-01-29,-4.6,-0.7,-7.7
_1892,MARIBOR - TABOR,1976-01-30,-4.8,-2,-11.1
_1892,MARIBOR - TABOR,1976-01-31,-5.4,-3,-6.1
_1892,MARIBOR - TABOR,1976-02-01,-5.2,-3.8,-6.5
_1892,MARIBOR - TABOR,1976-02-02,-3.2,-1.9,-5.4
_1892,MARIBOR - TABOR,1976-02-03,-1,0.4,-2.6
_1892,MARIBOR - TABOR,1976-02-04,0.4,1.6,-1.6
_1892,MARIBOR - TABOR,1976-02-05,0.2,0.7,-0.1
_1892,MARIBOR - TABOR,1976-02-06,0.2,0.8,-0.3
_1892,MARIBOR - TABOR,1976-02-07,-2.4,1.9,-4.5
_1892,MARIBOR - TABOR,1976-02-08,-4.5,-0.5,-6
_1892,MARIBOR - TABOR,1976-02-09,-3.9,0.2,-11
_1892,MARIBOR - TABOR,1976-02-10,-1.4,2.4,-7.1
_1892,MARIBOR - TABOR,1976-02-11,-0.6,0.5,-1.9
_1892,MARIBOR - TABOR,1976-02-12,-0.9,-0.2,-1.4
_1892,MARIBOR - TABOR,1976-02-13,-2.4,-0.3,-4.3
_1892,MARIBOR - TABOR,1976-02-14,-1.1,-0.4,-3
_1892,MARIBOR - TABOR,1976-02-15,1.3,2.9,-0.6
_1892,MARIBOR - TABOR,1976-02-16,2.1,3,1
_1892,MARIBOR - TABOR,1976-02-17,1.5,2.6,1.1
_1892,MARIBOR - TABOR,1976-02-18,-0.6,1.7,-1.4
_1892,MARIBOR - TABOR,1976-02-19,-0.1,1.4,-1.7
_1892,MARIBOR - TABOR,1976-02-20,0.3,1.1,-0.3
_1892,MARIBOR - TABOR,1976-02-21,0.8,1.6,0
_1892,MARIBOR - TABOR,1976-02-22,0.6,1.4,-0.2
_1892,MARIBOR - TABOR,1976-02-23,2,6.8,-1.7
_1892,MARIBOR - TABOR,1976-02-24,-1.5,2,-3.2
_1892,MARIBOR - TABOR,1976-02-25,0.1,4.1,-1.7
_1892,MARIBOR - TABOR,1976-02-26,6.6,16.1,-2.3
_1892,MARIBOR - TABOR,1976-02-27,5.2,13.1,0
_1892,MARIBOR - TABOR,1976-02-28,4.4,11.4,-0.3
_1892,MARIBOR - TABOR,1976-02-29,6,15.6,-1.4
_1892,MARIBOR - TABOR,1976-03-01,8.7,20.2,-0.9
_1892,MARIBOR - TABOR,1976-03-02,8.6,18.3,0.6
_1892,MARIBOR - TABOR,1976-03-03,3.4,10,-1.2
_1892,MARIBOR - TABOR,1976-03-04,0.1,5.5,-3.6
_1892,MARIBOR - TABOR,1976-03-05,-3.7,0.1,-5
_1892,MARIBOR - TABOR,1976-03-06,-3.2,-1,-5.2
_1892,MARIBOR - TABOR,1976-03-07,-4.6,-2.2,-6
_1892,MARIBOR - TABOR,1976-03-08,-3.6,0.6,-10.1
_1892,MARIBOR - TABOR,1976-03-09,-1.9,-1.1,-2.8
_1892,MARIBOR - TABOR,1976-03-10,-2.8,1.5,-4.5
_1892,MARIBOR - TABOR,1976-03-11,-4.1,1.7,-8.7
_1892,MARIBOR - TABOR,1976-03-12,-4.3,2.4,-10.7
_1892,MARIBOR - TABOR,1976-03-13,-3.1,2.8,-10.4
_1892,MARIBOR - TABOR,1976-03-14,-1.5,2.6,-5.6
_1892,MARIBOR - TABOR,1976-03-15,2.4,6.3,-2
_1892,MARIBOR - TABOR,1976-03-16,2.4,3.7,0.4
_1892,MARIBOR - TABOR,1976-03-17,3.3,8.4,1.7
_1892,MARIBOR - TABOR,1976-03-18,5.1,11.9,-1.2
