station id, station name, valid,povp. dnevna T [°C],max. T [°C],min. T [°C]
_2295,MARIBOR - TABOR,2018-11-11,12,20.9,5.2
_2295,MARIBOR - TABOR,2018-11-12,11.5,20.2,6.4
_2295,MARIBOR - TABOR,2018-11-13,10.2,15.2,6.5
_2295,MARIBOR - TABOR,2018-11-14,10.6,12.3,8.8
_2295,MARIBOR - TABOR,2018-11-15,8.4,11.3,6.7
_2295,MARIBOR - TABOR,2018-11-16,6.7,9.5,4.7
_2295,MARIBOR - TABOR,2018-11-17,2.9,6.4,1.1
_2295,MARIBOR - TABOR,2018-11-18,2.9,4.1,0.6
_2295,MARIBOR - TABOR,2018-11-19,1,2.4,0.5
_2295,MARIBOR - TABOR,2018-11-20,1.1,1.7,0.2
_2295,MARIBOR - TABOR,2018-11-21,3.5,5.1,1.2
_2295,MARIBOR - TABOR,2018-11-22,4.8,5.7,3.2
_2295,MARIBOR - TABOR,2018-11-23,5.1,6.7,3.3
_2295,MARIBOR - TABOR,2018-11-24,6.4,8,4.6
_2295,MARIBOR - TABOR,2018-11-25,6.3,7.3,5.8
_2295,MARIBOR - TABOR,2018-11-26,5.7,6.2,5.4
_2295,MARIBOR - TABOR,2018-11-27,2.2,5.6,1.2
_2295,MARIBOR - TABOR,2018-11-28,0.2,4.2,-1.7
_2295,MARIBOR - TABOR,2018-11-29,-1.6,1.8,-4.3
_2295,MARIBOR - TABOR,2018-11-30,-4.1,-2,-6.2
_2295,MARIBOR - TABOR,2018-12-01,-1,0.8,-3.6
_2295,MARIBOR - TABOR,2018-12-02,-1,0.1,-3.9
_2295,MARIBOR - TABOR,2018-12-03,6.6,12.8,-0.2
_2295,MARIBOR - TABOR,2018-12-04,7.7,15.6,2.6
_2295,MARIBOR - TABOR,2018-12-05,2.8,5.6,0.5
_2295,MARIBOR - TABOR,2018-12-06,3.2,5,1.5
_2295,MARIBOR - TABOR,2018-12-07,5.3,12.5,-1
_2295,MARIBOR - TABOR,2018-12-08,3.9,8.9,0.8
_2295,MARIBOR - TABOR,2018-12-09,4.3,10.7,-0.5
_2295,MARIBOR - TABOR,2018-12-10,4.6,10.3,1.6
_2295,MARIBOR - TABOR,2018-12-11,3.6,6.2,-1.7
_2295,MARIBOR - TABOR,2018-12-12,3.3,8.8,0.9
_2295,MARIBOR - TABOR,2018-12-13,-0.2,1.2,-1.4
_2295,MARIBOR - TABOR,2018-12-14,-1,-0.2,-1.3
_2295,MARIBOR - TABOR,2018-12-15,-1.3,1.4,-2.2
_2295,MARIBOR - TABOR,2018-12-16,-3.6,1.4,-8.7
_2295,MARIBOR - TABOR,2018-12-17,-2.6,0.7,-4.8
_2295,MARIBOR - TABOR,2018-12-18,-1,6.1,-7
_2295,MARIBOR - TABOR,2018-12-19,-0.6,2.8,-4.2
_2295,MARIBOR - TABOR,2018-12-20,-0.4,1.3,-1.6
_2295,MARIBOR - TABOR,2018-12-21,1,3.7,-3.5
_2295,MARIBOR - TABOR,2018-12-22,4.9,11,2.6
_2295,MARIBOR - TABOR,2018-12-23,4.3,9.1,-0.1
_2295,MARIBOR - TABOR,2018-12-24,3.6,10.4,0.8
_2295,MARIBOR - TABOR,2018-12-25,0,3.3,-3.5
_2295,MARIBOR - TABOR,2018-12-26,-0.8,3.7,-3.5
_2295,MARIBOR - TABOR,2018-12-27,0.6,6.9,-5.4
_2295,MARIBOR - TABOR,2018-12-28,1.8,7.2,-2.2
_2295,MARIBOR - TABOR,2018-12-29,0.5,7.8,-4.3
_2295,MARIBOR - TABOR,2018-12-30,1.8,5.1,-2.5
_2295,MARIBOR - TABOR,2018-12-31,4,8.3,0.2
_2295,MARIBOR - TABOR,2019-01-01,2.9,8.9,0.5
_2295,MARIBOR - TABOR,2019-01-02,1.7,6.4,-2
_2295,MARIBOR - TABOR,2019-01-03,-0.9,2.5,-2.4
_2295,MARIBOR - TABOR,2019-01-04,-1.3,2.3,-4.8
_2295,MARIBOR - TABOR,2019-01-05,1.7,3.8,-2.6
_2295,MARIBOR - TABOR,2019-01-06,-0.2,4.4,-2
_2295,MARIBOR - TABOR,2019-01-07,-1,-0.1,-3.1
_2295,MARIBOR - TABOR,2019-01-08,-2,0.9,-4
_2295,MARIBOR - TABOR,2019-01-09,2.8,6.8,-3.6
_2295,MARIBOR - TABOR,2019-01-10,1.5,2.8,-0.2
_2295,MARIBOR - TABOR,2019-01-11,-2,3,-4.3
_2295,MARIBOR - TABOR,2019-01-12,0.7,7.9,-4.2
_2295,MARIBOR - TABOR,2019-01-13,3.9,9.2,-2.7
_2295,MARIBOR - TABOR,2019-01-14,6.1,11,2.6
_2295,MARIBOR - TABOR,2019-01-15,1.7,8.5,-3.5
_2295,MARIBOR - TABOR,2019-01-16,2.2,8.5,-1.5
_2295,MARIBOR - TABOR,2019-01-17,8,13.4,-1.1
_2295,MARIBOR - TABOR,2019-01-18,1,7.1,0.3
_2295,MARIBOR - TABOR,2019-01-19,-0.6,0.5,-1.3
_2295,MARIBOR - TABOR,2019-01-20,-0.3,4.6,-1.8
_2295,MARIBOR - TABOR,2019-01-21,-0.1,1.8,-1.5
_2295,MARIBOR - TABOR,2019-01-22,-1.7,0.3,-2.4
_2295,MARIBOR - TABOR,2019-01-23,-2.9,-2.1,-3.8
_2295,MARIBOR - TABOR,2019-01-24,-0.1,2.1,-2.8
_2295,MARIBOR - TABOR,2019-01-25,-2.8,0.7,-6.3
_2295,MARIBOR - TABOR,2019-01-26,-3.9,2,-9.4
_2295,MARIBOR - TABOR,2019-01-27,2.2,7,-6.3
_2295,MARIBOR - TABOR,2019-01-28,2.2,5.3,1.3
_2295,MARIBOR - TABOR,2019-01-29,1.6,5.1,-0.6
_2295,MARIBOR - TABOR,2019-01-30,0.6,4.1,-2
_2295,MARIBOR - TABOR,2019-01-31,-1.6,0.6,-4
_2295,MARIBOR - TABOR,2019-02-01,3.2,5.7,-2.7
_2295,MARIBOR - TABOR,2019-02-02,9.7,13.7,5.2
_2295,MARIBOR - TABOR,2019-02-03,6.2,9.2,4.9
_2295,MARIBOR - TABOR,2019-02-04,2.4,7.9,0.1
_2295,MARIBOR - TABOR,2019-02-05,1,2.4,-1.6
_2295,MARIBOR - TABOR,2019-02-06,0,6.6,-4
_2295,MARIBOR - TABOR,2019-02-07,-0.4,7,-7.2
_2295,MARIBOR - TABOR,2019-02-08,1.1,7.2,-2.7
_2295,MARIBOR - TABOR,2019-02-09,2.9,10.4,-3.7
_2295,MARIBOR - TABOR,2019-02-10,6.2,12.2,-1.4
_2295,MARIBOR - TABOR,2019-02-11,4.8,10,2.5
_2295,MARIBOR - TABOR,2019-02-12,3.9,9.3,0.4
_2295,MARIBOR - TABOR,2019-02-13,2.8,10.1,-1
_2295,MARIBOR - TABOR,2019-02-14,5.6,13.2,-1.3
_2295,MARIBOR - TABOR,2019-02-15,3.6,11.1,-0.4
_2295,MARIBOR - TABOR,2019-02-16,4.8,14.1,-2.5
_2295,MARIBOR - TABOR,2019-02-17,5.8,15.7,-2
_2295,MARIBOR - TABOR,2019-02-18,6,15.5,-0.8
_2295,MARIBOR - TABOR,2019-02-19,6.1,15.3,-1.3
_2295,MARIBOR - TABOR,2019-02-20,6.6,12.4,0.3
_2295,MARIBOR - TABOR,2019-02-21,8.6,14.3,1.3
_2295,MARIBOR - TABOR,2019-02-22,6.4,13,3.8
_2295,MARIBOR - TABOR,2019-02-23,-1.2,3.8,-3.7
_2295,MARIBOR - TABOR,2019-02-24,1.5,5.3,-5.7
_2295,MARIBOR - TABOR,2019-02-25,5.4,11.3,1.7
_2295,MARIBOR - TABOR,2019-02-26,12.4,20,2.3
_2295,MARIBOR - TABOR,2019-02-27,7.2,15.8,2.4
_2295,MARIBOR - TABOR,2019-02-28,12.1,23.5,0
_2295,MARIBOR - TABOR,2019-03-01,9.8,17,4.8
_2295,MARIBOR - TABOR,2019-03-02,6.7,11,3
_2295,MARIBOR - TABOR,2019-03-03,8.7,17.9,1.3
_2295,MARIBOR - TABOR,2019-03-04,11.5,19,4.4
_2295,MARIBOR - TABOR,2019-03-05,7.7,14.5,3.4
_2295,MARIBOR - TABOR,2019-03-06,9.9,15,1.9
_2295,MARIBOR - TABOR,2019-03-07,14.8,19.3,11.1
_2295,MARIBOR - TABOR,2019-03-08,9.9,15.7,7.3
_2295,MARIBOR - TABOR,2019-03-09,11,16.5,6.6
_2295,MARIBOR - TABOR,2019-03-10,10.8,16.4,4.4
_2295,MARIBOR - TABOR,2019-03-11,5.3,12,3
_2295,MARIBOR - TABOR,2019-03-12,5.4,11.9,-1.4
_2295,MARIBOR - TABOR,2019-03-13,4.7,9,1
_2295,MARIBOR - TABOR,2019-03-14,8.1,13.5,-0.3
_2295,MARIBOR - TABOR,2019-03-15,7.7,13.7,3.2
_2295,MARIBOR - TABOR,2019-03-16,9.2,15,3
_2295,MARIBOR - TABOR,2019-03-17,12.1,21.1,2.8
_2295,MARIBOR - TABOR,2019-03-18,3.7,13.2,2.9
_2295,MARIBOR - TABOR,2019-03-19,5.1,8,2.6
_2295,MARIBOR - TABOR,2019-03-20,4.6,10.4,1.8
_2295,MARIBOR - TABOR,2019-03-21,5.6,12.4,0.2
_2295,MARIBOR - TABOR,2019-03-22,8.6,17.2,0.3
_2295,MARIBOR - TABOR,2019-03-23,10.9,19.4,3.4
_2295,MARIBOR - TABOR,2019-03-24,12.7,21.2,4.9
_2295,MARIBOR - TABOR,2019-03-25,7.9,12.7,4.9
_2295,MARIBOR - TABOR,2019-03-26,6.9,12.2,3.4
_2295,MARIBOR - TABOR,2019-03-27,5.9,8.9,1.8
_2295,MARIBOR - TABOR,2019-03-28,8.1,12.7,2.9
_2295,MARIBOR - TABOR,2019-03-29,9.1,15,6.2
_2295,MARIBOR - TABOR,2019-03-30,10,18.2,2.9
_2295,MARIBOR - TABOR,2019-03-31,12,19.7,4.1
_2295,MARIBOR - TABOR,2019-04-01,12,18.2,6.8
_2295,MARIBOR - TABOR,2019-04-02,12.7,17.2,4.6
_2295,MARIBOR - TABOR,2019-04-03,11.1,18.3,7.5
_2295,MARIBOR - TABOR,2019-04-04,13,17.6,6.2
_2295,MARIBOR - TABOR,2019-04-05,8,12.9,6.1
_2295,MARIBOR - TABOR,2019-04-06,7.9,12.4,4.2
_2295,MARIBOR - TABOR,2019-04-07,9,16,4.5
_2295,MARIBOR - TABOR,2019-04-08,13.3,17.9,7.7
_2295,MARIBOR - TABOR,2019-04-09,13.9,18.8,10.4
_2295,MARIBOR - TABOR,2019-04-10,10.9,12.8,10.4
_2295,MARIBOR - TABOR,2019-04-11,6.9,10.4,6.5
_2295,MARIBOR - TABOR,2019-04-12,7.2,9.4,4.5
_2295,MARIBOR - TABOR,2019-04-13,6.9,9.2,5.3
_2295,MARIBOR - TABOR,2019-04-14,6.4,6.8,5.2
_2295,MARIBOR - TABOR,2019-04-15,9.6,14.9,6.4
_2295,MARIBOR - TABOR,2019-04-16,9.9,16.5,2.8
_2295,MARIBOR - TABOR,2019-04-17,12,18,5.3
_2295,MARIBOR - TABOR,2019-04-18,11.2,17.8,6.9
_2295,MARIBOR - TABOR,2019-04-19,13.6,20.6,6.1
_2295,MARIBOR - TABOR,2019-04-20,13.5,20.3,7.8
_2295,MARIBOR - TABOR,2019-04-21,14.7,21.6,5.3
_2295,MARIBOR - TABOR,2019-04-22,15.5,23,6
_2295,MARIBOR - TABOR,2019-04-23,10.7,14.3,9.8
_2295,MARIBOR - TABOR,2019-04-24,15.8,21.4,10
_2295,MARIBOR - TABOR,2019-04-25,19.4,24,12.7
_2295,MARIBOR - TABOR,2019-04-26,18.6,25.2,14.9
_2295,MARIBOR - TABOR,2019-04-27,10.8,17.8,9.3
_2295,MARIBOR - TABOR,2019-04-28,12.5,17.4,6.1
_2295,MARIBOR - TABOR,2019-04-29,10.5,12.9,6.5
_2295,MARIBOR - TABOR,2019-04-30,10.7,15.9,8
_2295,MARIBOR - TABOR,2019-05-01,14.7,21.1,9.8
_2295,MARIBOR - TABOR,2019-05-02,16.6,24.2,6.6
_2295,MARIBOR - TABOR,2019-05-03,13,16.3,10.6
_2295,MARIBOR - TABOR,2019-05-04,10.7,11.8,9
_2295,MARIBOR - TABOR,2019-05-05,5.3,11.2,4.3
_2295,MARIBOR - TABOR,2019-05-06,6.9,11.4,3.1
_2295,MARIBOR - TABOR,2019-05-07,9.5,15,2.7
_2295,MARIBOR - TABOR,2019-05-08,12.5,18.2,2.9
_2295,MARIBOR - TABOR,2019-05-09,10,12.8,8.6
_2295,MARIBOR - TABOR,2019-05-10,12.9,20.1,4.7
_2295,MARIBOR - TABOR,2019-05-11,17.2,22.4,7.3
_2295,MARIBOR - TABOR,2019-05-12,11.5,17.8,10.1
_2295,MARIBOR - TABOR,2019-05-13,8.6,11,7.1
_2295,MARIBOR - TABOR,2019-05-14,8,10.6,6.8
_2295,MARIBOR - TABOR,2019-05-15,6.9,9.1,5.5
_2295,MARIBOR - TABOR,2019-05-16,9.9,14,6.5
_2295,MARIBOR - TABOR,2019-05-17,11,16.2,5.8
_2295,MARIBOR - TABOR,2019-05-18,13.1,18.9,6
_2295,MARIBOR - TABOR,2019-05-19,14,19.6,10.4
_2295,MARIBOR - TABOR,2019-05-20,14.1,18.8,9.9
_2295,MARIBOR - TABOR,2019-05-21,14.8,18.9,11.5
_2295,MARIBOR - TABOR,2019-05-22,17.6,23.5,11.7
_2295,MARIBOR - TABOR,2019-05-23,15.9,22,11.3
_2295,MARIBOR - TABOR,2019-05-24,17.2,23.2,10.8
_2295,MARIBOR - TABOR,2019-05-25,17.3,24.3,10.6
_2295,MARIBOR - TABOR,2019-05-26,19.2,24.9,11.4
_2295,MARIBOR - TABOR,2019-05-27,14.5,18.3,13.7
_2295,MARIBOR - TABOR,2019-05-28,14.7,17.2,13.2
_2295,MARIBOR - TABOR,2019-05-29,11.5,14.8,11
_2295,MARIBOR - TABOR,2019-05-30,12,15.8,9.7
_2295,MARIBOR - TABOR,2019-05-31,15.9,21.7,10
_2295,MARIBOR - TABOR,2019-06-01,19.6,25.5,14.6
_2295,MARIBOR - TABOR,2019-06-02,20.4,26.3,15
_2295,MARIBOR - TABOR,2019-06-03,21.5,27.4,14.4
_2295,MARIBOR - TABOR,2019-06-04,21.4,28.2,14.8
_2295,MARIBOR - TABOR,2019-06-05,21.1,28.5,14.9
_2295,MARIBOR - TABOR,2019-06-06,22.3,28.4,15.4
_2295,MARIBOR - TABOR,2019-06-07,22,27.8,14
_2295,MARIBOR - TABOR,2019-06-08,22.8,29.7,14.2
_2295,MARIBOR - TABOR,2019-06-09,22.5,27.4,15
_2295,MARIBOR - TABOR,2019-06-10,24.4,30.1,15.8
_2295,MARIBOR - TABOR,2019-06-11,24.1,30.7,18.3
_2295,MARIBOR - TABOR,2019-06-12,25.6,30.5,16.1
_2295,MARIBOR - TABOR,2019-06-13,25.4,31,18.3
_2295,MARIBOR - TABOR,2019-06-14,26.2,31.4,17.1
_2295,MARIBOR - TABOR,2019-06-15,24.7,30.8,17.7
_2295,MARIBOR - TABOR,2019-06-16,23.7,30.1,18.6
_2295,MARIBOR - TABOR,2019-06-17,20.2,25.4,16.8
_2295,MARIBOR - TABOR,2019-06-18,21.3,25.7,17.8
_2295,MARIBOR - TABOR,2019-06-19,21.9,29.1,16
_2295,MARIBOR - TABOR,2019-06-20,23.2,29.9,15.5
_2295,MARIBOR - TABOR,2019-06-21,21.5,27.4,17.1
_2295,MARIBOR - TABOR,2019-06-22,19.1,24.4,17.2
_2295,MARIBOR - TABOR,2019-06-23,18.9,22.4,16.9
_2295,MARIBOR - TABOR,2019-06-24,23.4,28.4,18.3
_2295,MARIBOR - TABOR,2019-06-25,24.6,30.1,18.5
_2295,MARIBOR - TABOR,2019-06-26,26.5,31.4,19.3
_2295,MARIBOR - TABOR,2019-06-27,27,35,20.5
_2295,MARIBOR - TABOR,2019-06-28,23.1,27.6,18.7
_2295,MARIBOR - TABOR,2019-06-29,22,27.2,15
_2295,MARIBOR - TABOR,2019-06-30,24.3,30,14
_2295,MARIBOR - TABOR,2019-07-01,27.9,34.8,15.3
_2295,MARIBOR - TABOR,2019-07-02,22.2,30.6,18.3
_2295,MARIBOR - TABOR,2019-07-03,20.7,28,16.1
_2295,MARIBOR - TABOR,2019-07-04,21,25.2,16.3
_2295,MARIBOR - TABOR,2019-07-05,23.8,28.9,14.9
_2295,MARIBOR - TABOR,2019-07-06,26,31.3,18.8
_2295,MARIBOR - TABOR,2019-07-07,18.7,29.1,16.9
_2295,MARIBOR - TABOR,2019-07-08,16.5,20.2,14.7
_2295,MARIBOR - TABOR,2019-07-09,17.5,21.2,13.8
_2295,MARIBOR - TABOR,2019-07-10,17.1,22.3,14.3
_2295,MARIBOR - TABOR,2019-07-11,19.7,25.9,10.9
_2295,MARIBOR - TABOR,2019-07-12,18.4,24.8,16
_2295,MARIBOR - TABOR,2019-07-13,16.9,22.6,14.2
_2295,MARIBOR - TABOR,2019-07-14,20.6,25.8,13.6
_2295,MARIBOR - TABOR,2019-07-15,19.3,24.4,14.6
_2295,MARIBOR - TABOR,2019-07-16,20.6,26.7,13.3
_2295,MARIBOR - TABOR,2019-07-17,22.4,27.3,14
_2295,MARIBOR - TABOR,2019-07-18,19.7,26.6,16.7
_2295,MARIBOR - TABOR,2019-07-19,22.1,28.6,13.7
_2295,MARIBOR - TABOR,2019-07-20,24.3,30.5,15.8
_2295,MARIBOR - TABOR,2019-07-21,23.7,31.5,19.3
_2295,MARIBOR - TABOR,2019-07-22,23.8,29.4,17.8
_2295,MARIBOR - TABOR,2019-07-23,25.6,32.2,18.3
_2295,MARIBOR - TABOR,2019-07-24,26.3,31,19.2
_2295,MARIBOR - TABOR,2019-07-25,27.3,32.3,20.9
_2295,MARIBOR - TABOR,2019-07-26,24.8,30.1,21.8
_2295,MARIBOR - TABOR,2019-07-27,23.9,32.2,20.8
_2295,MARIBOR - TABOR,2019-07-28,18.6,21.3,17.5
_2295,MARIBOR - TABOR,2019-07-29,21.6,26.2,18.1
_2295,MARIBOR - TABOR,2019-07-30,24.9,30.4,17.5
_2295,MARIBOR - TABOR,2019-07-31,23.5,29.6,20.9
_2295,MARIBOR - TABOR,2019-08-01,23.5,27.6,16.9
_2295,MARIBOR - TABOR,2019-08-02,19.2,23.5,18.5
_2295,MARIBOR - TABOR,2019-08-03,19.5,25.9,16.9
_2295,MARIBOR - TABOR,2019-08-04,19.7,25.6,14.6
_2295,MARIBOR - TABOR,2019-08-05,22.1,28,14
_2295,MARIBOR - TABOR,2019-08-06,23.7,29.3,16.9
_2295,MARIBOR - TABOR,2019-08-07,25.8,30.7,19.5
_2295,MARIBOR - TABOR,2019-08-08,20.2,25.7,19.3
_2295,MARIBOR - TABOR,2019-08-09,23.7,29.4,16.5
_2295,MARIBOR - TABOR,2019-08-10,26.1,32,17.5
_2295,MARIBOR - TABOR,2019-08-11,23.6,27.7,20.9
_2295,MARIBOR - TABOR,2019-08-12,26.7,32,17.5
_2295,MARIBOR - TABOR,2019-08-13,20.5,27.2,19.9
_2295,MARIBOR - TABOR,2019-08-14,17.9,23.7,14.8
_2295,MARIBOR - TABOR,2019-08-15,18.1,23.8,12.2
_2295,MARIBOR - TABOR,2019-08-16,16.4,23.7,15.7
_2295,MARIBOR - TABOR,2019-08-17,20.2,26.5,12.1
_2295,MARIBOR - TABOR,2019-08-18,23.7,29.7,17
_2295,MARIBOR - TABOR,2019-08-19,24.3,29.4,15.8
_2295,MARIBOR - TABOR,2019-08-20,24.2,29.5,18.4
_2295,MARIBOR - TABOR,2019-08-21,20.2,23.6,18.3
_2295,MARIBOR - TABOR,2019-08-22,19.8,23.1,16.5
_2295,MARIBOR - TABOR,2019-08-23,20.8,24.4,17.1
_2295,MARIBOR - TABOR,2019-08-24,21.5,28.5,19
_2295,MARIBOR - TABOR,2019-08-25,21.9,26.8,17.2
_2295,MARIBOR - TABOR,2019-08-26,21.6,27.8,18.9
_2295,MARIBOR - TABOR,2019-08-27,22.5,28.1,17.1
_2295,MARIBOR - TABOR,2019-08-28,23.9,28.9,18.2
_2295,MARIBOR - TABOR,2019-08-29,23.8,29,19.1
_2295,MARIBOR - TABOR,2019-08-30,23.7,29.8,19.9
_2295,MARIBOR - TABOR,2019-08-31,23.5,30.5,18.8
_2295,MARIBOR - TABOR,2019-09-01,23.6,30.4,18
_2295,MARIBOR - TABOR,2019-09-02,19.5,26.2,16.4
_2295,MARIBOR - TABOR,2019-09-03,16.3,23,14.1
_2295,MARIBOR - TABOR,2019-09-04,16.5,23.2,10.6
_2295,MARIBOR - TABOR,2019-09-05,18.1,25.3,11.3
_2295,MARIBOR - TABOR,2019-09-06,15.1,17.5,14
_2295,MARIBOR - TABOR,2019-09-07,14.8,17,13.6
_2295,MARIBOR - TABOR,2019-09-08,14.9,17.1,12.8
_2295,MARIBOR - TABOR,2019-09-09,13.5,19.6,11.4
_2295,MARIBOR - TABOR,2019-09-10,14.2,21.2,9.1
_2295,MARIBOR - TABOR,2019-09-11,16.5,22.1,9.6
_2295,MARIBOR - TABOR,2019-09-12,17.9,25,13.3
_2295,MARIBOR - TABOR,2019-09-13,18.4,25.7,12.6
_2295,MARIBOR - TABOR,2019-09-14,17.9,23.7,14.3
_2295,MARIBOR - TABOR,2019-09-15,18.5,25,12.8
_2295,MARIBOR - TABOR,2019-09-16,20.2,27.1,12.7
_2295,MARIBOR - TABOR,2019-09-17,20,26.1,17.3
_2295,MARIBOR - TABOR,2019-09-18,13.4,19.1,12.8
_2295,MARIBOR - TABOR,2019-09-19,12.6,17.8,10.6
_2295,MARIBOR - TABOR,2019-09-20,10.8,17.7,6.5
_2295,MARIBOR - TABOR,2019-09-21,11.4,18.5,5.7
_2295,MARIBOR - TABOR,2019-09-22,13.6,20.7,5.6
_2295,MARIBOR - TABOR,2019-09-23,16,21.6,10.2
_2295,MARIBOR - TABOR,2019-09-24,15.9,22.3,14
_2295,MARIBOR - TABOR,2019-09-25,15,20.2,11.1
_2295,MARIBOR - TABOR,2019-09-26,15.2,21.7,11.7
_2295,MARIBOR - TABOR,2019-09-27,16.6,23.8,11.3
_2295,MARIBOR - TABOR,2019-09-28,15.5,19.9,13.4
_2295,MARIBOR - TABOR,2019-09-29,16.2,23.1,13.3
_2295,MARIBOR - TABOR,2019-09-30,18.9,27.1,11.7
_2295,MARIBOR - TABOR,2019-10-01,17.8,22.9,15.4
_2295,MARIBOR - TABOR,2019-10-02,13.6,23.8,12.7
_2295,MARIBOR - TABOR,2019-10-03,10.1,15.9,8.2
_2295,MARIBOR - TABOR,2019-10-04,9.8,15.6,3.7
_2295,MARIBOR - TABOR,2019-10-05,11.8,19.4,7.6
_2295,MARIBOR - TABOR,2019-10-06,9.5,14.8,5
_2295,MARIBOR - TABOR,2019-10-07,8.4,10,7.4
_2295,MARIBOR - TABOR,2019-10-08,9,15.3,2.9
_2295,MARIBOR - TABOR,2019-10-09,14.3,23.7,5.3
_2295,MARIBOR - TABOR,2019-10-10,10.9,14.8,10.2
_2295,MARIBOR - TABOR,2019-10-11,10.8,18.1,6.3
_2295,MARIBOR - TABOR,2019-10-12,12.4,22.4,5.6
_2295,MARIBOR - TABOR,2019-10-13,13.7,22.5,8.6
_2295,MARIBOR - TABOR,2019-10-14,14.4,22,8.5
_2295,MARIBOR - TABOR,2019-10-15,15,22.2,8.3
_2295,MARIBOR - TABOR,2019-10-16,14.5,19.2,12.8
_2295,MARIBOR - TABOR,2019-10-17,12.3,20.3,7.4
_2295,MARIBOR - TABOR,2019-10-18,12.9,21.2,7.3
_2295,MARIBOR - TABOR,2019-10-19,15.8,22.6,8.4
_2295,MARIBOR - TABOR,2019-10-20,18.8,22.9,13.1
_2295,MARIBOR - TABOR,2019-10-21,16.3,27.1,10.9
_2295,MARIBOR - TABOR,2019-10-22,15.3,23.7,10.1
_2295,MARIBOR - TABOR,2019-10-23,14.5,24.2,9.2
_2295,MARIBOR - TABOR,2019-10-24,14,25.6,7.4
_2295,MARIBOR - TABOR,2019-10-25,13.4,21.6,6.6
_2295,MARIBOR - TABOR,2019-10-26,12.9,23.4,6.9
_2295,MARIBOR - TABOR,2019-10-27,12.8,22.3,5.6
_2295,MARIBOR - TABOR,2019-10-28,10.9,17.2,8.7
_2295,MARIBOR - TABOR,2019-10-29,7.2,9,6.7
_2295,MARIBOR - TABOR,2019-10-30,6.1,10.2,5.3
_2295,MARIBOR - TABOR,2019-10-31,5.5,6.1,4.6
_2295,MARIBOR - TABOR,2019-11-01,5.8,9.8,1.4
_2295,MARIBOR - TABOR,2019-11-02,8.6,11.7,4.3
_2295,MARIBOR - TABOR,2019-11-03,14.7,18.6,8.9
_2295,MARIBOR - TABOR,2019-11-04,12,15.1,10.6
_2295,MARIBOR - TABOR,2019-11-05,10.4,16.4,7.4
_2295,MARIBOR - TABOR,2019-11-06,9.9,13.2,8.1
_2295,MARIBOR - TABOR,2019-11-07,8,12.9,5.3
_2295,MARIBOR - TABOR,2019-11-08,6.8,8.4,3.2
_2295,MARIBOR - TABOR,2019-11-09,9.2,13.7,7.3
_2295,MARIBOR - TABOR,2019-11-10,6.4,8.9,5.1
_2295,MARIBOR - TABOR,2019-11-11,6,8.9,0.1
_2295,MARIBOR - TABOR,2019-11-12,6.7,7.4,5.9
_2295,MARIBOR - TABOR,2019-11-13,5.8,7.4,4.9
_2295,MARIBOR - TABOR,2019-11-14,5.7,7.7,2.3
_2295,MARIBOR - TABOR,2019-11-15,9,10.2,5.1
_2295,MARIBOR - TABOR,2019-11-16,10.2,12.4,8.8
_2295,MARIBOR - TABOR,2019-11-17,10.3,11.7,9.2
_2295,MARIBOR - TABOR,2019-11-18,9.4,15.7,6.5
_2295,MARIBOR - TABOR,2019-11-19,8.3,13.7,4.7
_2295,MARIBOR - TABOR,2019-11-20,8,8.5,4.8
_2295,MARIBOR - TABOR,2019-11-21,8.7,11.9,5.6
_2295,MARIBOR - TABOR,2019-11-22,8.2,13.9,4.9
_2295,MARIBOR - TABOR,2019-11-23,7,10.5,5.8
_2295,MARIBOR - TABOR,2019-11-24,5.5,6.2,4.2
_2295,MARIBOR - TABOR,2019-11-25,5,5.9,4.3
_2295,MARIBOR - TABOR,2019-11-26,6,7.2,4.1
_2295,MARIBOR - TABOR,2019-11-27,9.9,13.9,4.3
_2295,MARIBOR - TABOR,2019-11-28,9.4,11.5,7.9
_2295,MARIBOR - TABOR,2019-11-29,9.7,14.7,5.4
_2295,MARIBOR - TABOR,2019-11-30,4.3,10.4,2
_2295,MARIBOR - TABOR,2019-12-01,2.6,6.6,-2.2
_2295,MARIBOR - TABOR,2019-12-02,2.6,3.8,2.1
_2295,MARIBOR - TABOR,2019-12-03,1.3,7.7,-0.6
_2295,MARIBOR - TABOR,2019-12-04,-0.8,4.9,-3.6
_2295,MARIBOR - TABOR,2019-12-05,-0.4,0.7,-2.4
_2295,MARIBOR - TABOR,2019-12-06,-0.5,1.6,-2.6
_2295,MARIBOR - TABOR,2019-12-07,-1,3.4,-2
_2295,MARIBOR - TABOR,2019-12-08,1.7,10.8,-3.8
_2295,MARIBOR - TABOR,2019-12-09,3.4,8,-0.2
_2295,MARIBOR - TABOR,2019-12-10,3.2,9.1,1
_2295,MARIBOR - TABOR,2019-12-11,-0.7,4.9,-3.2
_2295,MARIBOR - TABOR,2019-12-12,-0.6,0.5,-3.6
_2295,MARIBOR - TABOR,2019-12-13,0.3,4.4,-2.9
_2295,MARIBOR - TABOR,2019-12-14,1.8,7.1,-0.8
_2295,MARIBOR - TABOR,2019-12-15,2.6,6.2,-2.5
_2295,MARIBOR - TABOR,2019-12-16,10.9,15.8,2.3
_2295,MARIBOR - TABOR,2019-12-17,15.1,19.2,7
_2295,MARIBOR - TABOR,2019-12-18,12.6,18.8,9.2
