station id, station name, valid,povp. dnevna T [°C],max. T [°C],min. T [°C]
_2295,MARIBOR - TABOR,2017-10-04,12.8,18.4,7.5
_2295,MARIBOR - TABOR,2017-10-05,17.1,25.6,10.9
_2295,MARIBOR - TABOR,2017-10-06,9.5,16.4,7.1
_2295,MARIBOR - TABOR,2017-10-07,9.7,17.3,5
_2295,MARIBOR - TABOR,2017-10-08,10.5,16.8,4.6
_2295,MARIBOR - TABOR,2017-10-09,11,14.5,6.2
_2295,MARIBOR - TABOR,2017-10-10,12.3,17.6,9.3
_2295,MARIBOR - TABOR,2017-10-11,12.5,19.9,7.5
_2295,MARIBOR - TABOR,2017-10-12,13.9,22.7,7.1
_2295,MARIBOR - TABOR,2017-10-13,14.1,21.8,8.8
_2295,MARIBOR - TABOR,2017-10-14,13.7,20.8,8.6
_2295,MARIBOR - TABOR,2017-10-15,14.3,22,8.7
_2295,MARIBOR - TABOR,2017-10-16,14.6,24.1,7.9
_2295,MARIBOR - TABOR,2017-10-17,14.4,22.8,8.8
_2295,MARIBOR - TABOR,2017-10-18,13.3,24.4,7.8
_2295,MARIBOR - TABOR,2017-10-19,12.3,21.3,6.1
_2295,MARIBOR - TABOR,2017-10-20,13.1,23.1,6.4
_2295,MARIBOR - TABOR,2017-10-21,12.8,20.2,7.3
_2295,MARIBOR - TABOR,2017-10-22,8.5,12.9,7.9
_2295,MARIBOR - TABOR,2017-10-23,10.3,11.8,7.1
_2295,MARIBOR - TABOR,2017-10-24,10.9,17.1,7.2
_2295,MARIBOR - TABOR,2017-10-25,8.6,15.6,3.5
_2295,MARIBOR - TABOR,2017-10-26,11.3,19,4.7
_2295,MARIBOR - TABOR,2017-10-27,11.2,17,8.7
_2295,MARIBOR - TABOR,2017-10-28,8.1,14.1,3
_2295,MARIBOR - TABOR,2017-10-29,11.2,19.8,5.6
_2295,MARIBOR - TABOR,2017-10-30,7.6,12.6,2.6
_2295,MARIBOR - TABOR,2017-10-31,4.9,12.2,0.1
_2295,MARIBOR - TABOR,2017-11-01,7.5,12.7,1
_2295,MARIBOR - TABOR,2017-11-02,9,14.2,2.4
_2295,MARIBOR - TABOR,2017-11-03,8.6,13.1,6.2
_2295,MARIBOR - TABOR,2017-11-04,8,15,2.6
_2295,MARIBOR - TABOR,2017-11-05,12.9,18.5,6.3
_2295,MARIBOR - TABOR,2017-11-06,7.4,11,7
_2295,MARIBOR - TABOR,2017-11-07,7.5,8.2,7.1
_2295,MARIBOR - TABOR,2017-11-08,6.8,9.1,6
_2295,MARIBOR - TABOR,2017-11-09,6.6,8.6,2.2
_2295,MARIBOR - TABOR,2017-11-10,6.9,11.4,4.9
_2295,MARIBOR - TABOR,2017-11-11,6.3,11.9,2.6
_2295,MARIBOR - TABOR,2017-11-12,8.3,10.1,4
_2295,MARIBOR - TABOR,2017-11-13,3.7,10,1.2
_2295,MARIBOR - TABOR,2017-11-14,2.5,7.2,0.6
_2295,MARIBOR - TABOR,2017-11-15,3.3,5.8,-2
_2295,MARIBOR - TABOR,2017-11-16,5,6.3,3.8
_2295,MARIBOR - TABOR,2017-11-17,4.4,5.9,3.7
_2295,MARIBOR - TABOR,2017-11-18,3.8,8.5,1.3
_2295,MARIBOR - TABOR,2017-11-19,1.3,6,-0.8
_2295,MARIBOR - TABOR,2017-11-20,3.3,11.1,-2.7
_2295,MARIBOR - TABOR,2017-11-21,7.1,11,0.1
_2295,MARIBOR - TABOR,2017-11-22,8,16.1,4.6
_2295,MARIBOR - TABOR,2017-11-23,9.7,15,4.3
_2295,MARIBOR - TABOR,2017-11-24,6.7,13.8,2
_2295,MARIBOR - TABOR,2017-11-25,9,14,1.1
_2295,MARIBOR - TABOR,2017-11-26,3.8,10.5,1.8
_2295,MARIBOR - TABOR,2017-11-27,0.9,7.9,-1.5
_2295,MARIBOR - TABOR,2017-11-28,1.7,6.4,-3.7
_2295,MARIBOR - TABOR,2017-11-29,2.7,5.4,1.6
_2295,MARIBOR - TABOR,2017-11-30,2.1,3.7,0.4
_2295,MARIBOR - TABOR,2017-12-01,1.6,2,0.6
_2295,MARIBOR - TABOR,2017-12-02,0.7,3.8,-0.5
_2295,MARIBOR - TABOR,2017-12-03,-1.5,4,-3.5
_2295,MARIBOR - TABOR,2017-12-04,-1.1,1.7,-6
_2295,MARIBOR - TABOR,2017-12-05,1.9,8.3,-2.2
_2295,MARIBOR - TABOR,2017-12-06,1.8,7.6,-1.2
_2295,MARIBOR - TABOR,2017-12-07,0.1,7.6,-4.3
_2295,MARIBOR - TABOR,2017-12-08,3.6,10.6,-1.1
_2295,MARIBOR - TABOR,2017-12-09,-0.3,2.1,-1.8
_2295,MARIBOR - TABOR,2017-12-10,0.3,4.4,-8.2
_2295,MARIBOR - TABOR,2017-12-11,9,13.3,2.3
_2295,MARIBOR - TABOR,2017-12-12,10.8,16.3,7
_2295,MARIBOR - TABOR,2017-12-13,2.2,7,0.5
_2295,MARIBOR - TABOR,2017-12-14,4.2,8.3,-2
_2295,MARIBOR - TABOR,2017-12-15,4.6,10.6,2
_2295,MARIBOR - TABOR,2017-12-16,2.8,6.3,0.8
_2295,MARIBOR - TABOR,2017-12-17,1.5,6.7,-0.6
_2295,MARIBOR - TABOR,2017-12-18,-0.5,5,-2.5
_2295,MARIBOR - TABOR,2017-12-19,-1.7,2.6,-6.1
_2295,MARIBOR - TABOR,2017-12-20,0.1,2.2,-1.7
_2295,MARIBOR - TABOR,2017-12-21,0.8,5.3,-5
_2295,MARIBOR - TABOR,2017-12-22,2.9,8.1,-0.2
_2295,MARIBOR - TABOR,2017-12-23,2.6,9.7,-1.8
_2295,MARIBOR - TABOR,2017-12-24,6,14.7,0.9
_2295,MARIBOR - TABOR,2017-12-25,2.5,9.5,-1.4
_2295,MARIBOR - TABOR,2017-12-26,7.9,13.1,-2.2
_2295,MARIBOR - TABOR,2017-12-27,8.8,9.5,4.7
_2295,MARIBOR - TABOR,2017-12-28,3.5,9.4,0.9
_2295,MARIBOR - TABOR,2017-12-29,1,5.5,-1.4
_2295,MARIBOR - TABOR,2017-12-30,2,4.7,-2.3
_2295,MARIBOR - TABOR,2017-12-31,5.2,13.1,0.7
_2295,MARIBOR - TABOR,2018-01-01,5.6,10.2,1.1
_2295,MARIBOR - TABOR,2018-01-02,3.1,6.8,0
_2295,MARIBOR - TABOR,2018-01-03,4.4,8.4,-1.3
_2295,MARIBOR - TABOR,2018-01-04,3.1,5.7,0
_2295,MARIBOR - TABOR,2018-01-05,9,12.2,2.3
_2295,MARIBOR - TABOR,2018-01-06,11.1,16,4.4
_2295,MARIBOR - TABOR,2018-01-07,7.1,15.7,4.7
_2295,MARIBOR - TABOR,2018-01-08,5.1,6.2,3.6
_2295,MARIBOR - TABOR,2018-01-09,5.6,6.2,5.2
_2295,MARIBOR - TABOR,2018-01-10,6,8.4,5.2
_2295,MARIBOR - TABOR,2018-01-11,5.1,5.8,4.4
_2295,MARIBOR - TABOR,2018-01-12,4.3,6.4,2.2
_2295,MARIBOR - TABOR,2018-01-13,2.1,4.4,1.4
_2295,MARIBOR - TABOR,2018-01-14,-0.4,1.4,-0.9
_2295,MARIBOR - TABOR,2018-01-15,-1.7,-0.8,-2.3
_2295,MARIBOR - TABOR,2018-01-16,1.4,6,-2.1
_2295,MARIBOR - TABOR,2018-01-17,3.6,5.7,0.1
_2295,MARIBOR - TABOR,2018-01-18,4.8,9.6,0
_2295,MARIBOR - TABOR,2018-01-19,3.1,6.5,1.4
_2295,MARIBOR - TABOR,2018-01-20,2.6,7.6,-2.5
_2295,MARIBOR - TABOR,2018-01-21,2.2,7.3,0
_2295,MARIBOR - TABOR,2018-01-22,1.5,4.7,-3.2
_2295,MARIBOR - TABOR,2018-01-23,2.3,7.9,0
_2295,MARIBOR - TABOR,2018-01-24,2.4,9.9,-3.2
_2295,MARIBOR - TABOR,2018-01-25,2.6,10.3,-1.4
_2295,MARIBOR - TABOR,2018-01-26,4.2,12,-0.8
_2295,MARIBOR - TABOR,2018-01-27,1,2.4,-0.2
_2295,MARIBOR - TABOR,2018-01-28,1.8,7.1,0.5
_2295,MARIBOR - TABOR,2018-01-29,4.9,15.6,-1.7
_2295,MARIBOR - TABOR,2018-01-30,6.6,13.7,1
_2295,MARIBOR - TABOR,2018-01-31,2.5,9.2,-0.7
_2295,MARIBOR - TABOR,2018-02-01,8.3,10.5,0.1
_2295,MARIBOR - TABOR,2018-02-02,0.8,7.3,0.3
_2295,MARIBOR - TABOR,2018-02-03,0.9,2.1,0.2
_2295,MARIBOR - TABOR,2018-02-04,1.6,6,-1.1
_2295,MARIBOR - TABOR,2018-02-05,0.3,3.8,-2.3
_2295,MARIBOR - TABOR,2018-02-06,-0.2,1.2,-0.6
_2295,MARIBOR - TABOR,2018-02-07,0.5,1.2,-1.2
_2295,MARIBOR - TABOR,2018-02-08,1.6,2.5,0.2
_2295,MARIBOR - TABOR,2018-02-09,0.9,1.6,0.1
_2295,MARIBOR - TABOR,2018-02-10,0.3,1.1,0
_2295,MARIBOR - TABOR,2018-02-11,0.5,4.7,-2.9
_2295,MARIBOR - TABOR,2018-02-12,0.7,1.4,-1.2
_2295,MARIBOR - TABOR,2018-02-13,0.5,3,0
_2295,MARIBOR - TABOR,2018-02-14,1.1,5.2,-0.9
_2295,MARIBOR - TABOR,2018-02-15,-1.1,3.6,-4.8
_2295,MARIBOR - TABOR,2018-02-16,1.3,4.7,-2.8
_2295,MARIBOR - TABOR,2018-02-17,1.6,5.6,-1.2
_2295,MARIBOR - TABOR,2018-02-18,2,4.1,0.3
_2295,MARIBOR - TABOR,2018-02-19,0.2,2,-0.4
_2295,MARIBOR - TABOR,2018-02-20,-0.1,0.6,-1.1
_2295,MARIBOR - TABOR,2018-02-21,0.3,1.8,-0.2
_2295,MARIBOR - TABOR,2018-02-22,-0.9,-0.2,-1.4
_2295,MARIBOR - TABOR,2018-02-23,-0.4,0.4,-1.4
_2295,MARIBOR - TABOR,2018-02-24,-2.5,-0.2,-3.4
_2295,MARIBOR - TABOR,2018-02-25,-7.4,-3.3,-9.2
_2295,MARIBOR - TABOR,2018-02-26,-8.7,-7.8,-10.9
_2295,MARIBOR - TABOR,2018-02-27,-8.9,-7,-9.7
_2295,MARIBOR - TABOR,2018-02-28,-11.1,-5.9,-14.7
_2295,MARIBOR - TABOR,2018-03-01,-9.1,-5.3,-16.4
_2295,MARIBOR - TABOR,2018-03-02,-6,-3.8,-8
_2295,MARIBOR - TABOR,2018-03-03,-1.9,0,-5.6
_2295,MARIBOR - TABOR,2018-03-04,-0.1,2.6,-1.7
_2295,MARIBOR - TABOR,2018-03-05,-0.9,0.7,-1.8
_2295,MARIBOR - TABOR,2018-03-06,0.9,6,-2.1
_2295,MARIBOR - TABOR,2018-03-07,4.5,12.8,-1.5
_2295,MARIBOR - TABOR,2018-03-08,6.1,10,2.8
_2295,MARIBOR - TABOR,2018-03-09,5.9,15.4,-0.5
_2295,MARIBOR - TABOR,2018-03-10,9.4,14.6,3.2
_2295,MARIBOR - TABOR,2018-03-11,9,15.8,3.8
_2295,MARIBOR - TABOR,2018-03-12,10.7,14.9,7.8
_2295,MARIBOR - TABOR,2018-03-13,8.5,15.3,4.4
_2295,MARIBOR - TABOR,2018-03-14,7.3,14,3.1
_2295,MARIBOR - TABOR,2018-03-15,9.7,15.2,5.2
_2295,MARIBOR - TABOR,2018-03-16,7.2,12.4,5.8
_2295,MARIBOR - TABOR,2018-03-17,3.3,5.9,1.6
_2295,MARIBOR - TABOR,2018-03-18,-1.2,2,-1.9
_2295,MARIBOR - TABOR,2018-03-19,-2.7,-0.9,-3.5
_2295,MARIBOR - TABOR,2018-03-20,-0.8,1.5,-3.8
_2295,MARIBOR - TABOR,2018-03-21,1.5,4.3,-0.8
_2295,MARIBOR - TABOR,2018-03-22,0.2,5.1,-3.9
_2295,MARIBOR - TABOR,2018-03-23,2.8,6.6,-2.3
_2295,MARIBOR - TABOR,2018-03-24,4,9.3,2.4
_2295,MARIBOR - TABOR,2018-03-25,3.1,4.6,-0.7
_2295,MARIBOR - TABOR,2018-03-26,5.8,10.1,-1.5
_2295,MARIBOR - TABOR,2018-03-27,5.9,12.1,3.2
_2295,MARIBOR - TABOR,2018-03-28,9.7,15.5,0.5
_2295,MARIBOR - TABOR,2018-03-29,9.6,12.6,8
_2295,MARIBOR - TABOR,2018-03-30,7.3,12.5,4.7
_2295,MARIBOR - TABOR,2018-03-31,9.4,13,6
_2295,MARIBOR - TABOR,2018-04-01,8.7,15.7,5.7
_2295,MARIBOR - TABOR,2018-04-02,10.7,16.9,1
_2295,MARIBOR - TABOR,2018-04-03,13.6,18,8.1
_2295,MARIBOR - TABOR,2018-04-04,13,17,11.3
_2295,MARIBOR - TABOR,2018-04-05,10.8,17.6,9.5
_2295,MARIBOR - TABOR,2018-04-06,9.8,15.9,4.9
_2295,MARIBOR - TABOR,2018-04-07,9.7,16,3.1
_2295,MARIBOR - TABOR,2018-04-08,13.2,21,5.2
_2295,MARIBOR - TABOR,2018-04-09,15.1,23.5,8.3
_2295,MARIBOR - TABOR,2018-04-10,14,17.6,10.1
_2295,MARIBOR - TABOR,2018-04-11,15.6,20.3,10.4
_2295,MARIBOR - TABOR,2018-04-12,12.8,19.3,9.7
_2295,MARIBOR - TABOR,2018-04-13,14.3,19.4,10.1
_2295,MARIBOR - TABOR,2018-04-14,14.8,20.6,6.6
_2295,MARIBOR - TABOR,2018-04-15,16.2,21.2,12
_2295,MARIBOR - TABOR,2018-04-16,16.2,22.2,14
_2295,MARIBOR - TABOR,2018-04-17,15.3,20.3,12.4
_2295,MARIBOR - TABOR,2018-04-18,15.2,21.3,9.8
_2295,MARIBOR - TABOR,2018-04-19,17,24.5,10.3
_2295,MARIBOR - TABOR,2018-04-20,17.9,25.1,11.6
_2295,MARIBOR - TABOR,2018-04-21,18.5,25.8,10.1
_2295,MARIBOR - TABOR,2018-04-22,20,27.2,11.1
_2295,MARIBOR - TABOR,2018-04-23,19.9,27.4,14
_2295,MARIBOR - TABOR,2018-04-24,17.6,22.9,14.5
_2295,MARIBOR - TABOR,2018-04-25,19.7,26.8,10.8
_2295,MARIBOR - TABOR,2018-04-26,13.6,20.5,9.2
_2295,MARIBOR - TABOR,2018-04-27,14.4,18.6,9.2
_2295,MARIBOR - TABOR,2018-04-28,17.9,25.9,8.5
_2295,MARIBOR - TABOR,2018-04-29,19.1,26.9,11.1
_2295,MARIBOR - TABOR,2018-04-30,18,23.5,12.7
_2295,MARIBOR - TABOR,2018-05-01,16.6,22.8,9.3
_2295,MARIBOR - TABOR,2018-05-02,17.9,25.5,12.2
_2295,MARIBOR - TABOR,2018-05-03,19.6,24.7,11.9
_2295,MARIBOR - TABOR,2018-05-04,16,20.6,14.4
_2295,MARIBOR - TABOR,2018-05-05,16.6,21.8,9.4
_2295,MARIBOR - TABOR,2018-05-06,17.5,23.1,13.6
_2295,MARIBOR - TABOR,2018-05-07,18.2,23,12
_2295,MARIBOR - TABOR,2018-05-08,15.4,21.4,11.3
_2295,MARIBOR - TABOR,2018-05-09,17.2,23,10.4
_2295,MARIBOR - TABOR,2018-05-10,18.3,25.1,14.1
_2295,MARIBOR - TABOR,2018-05-11,17.6,22.2,15.1
_2295,MARIBOR - TABOR,2018-05-12,18.7,25,12.7
_2295,MARIBOR - TABOR,2018-05-13,18.6,24.7,12.3
_2295,MARIBOR - TABOR,2018-05-14,13.5,17.6,12.5
_2295,MARIBOR - TABOR,2018-05-15,11.6,15.1,9.7
_2295,MARIBOR - TABOR,2018-05-16,14.2,19.3,7
_2295,MARIBOR - TABOR,2018-05-17,15.5,21,11.2
_2295,MARIBOR - TABOR,2018-05-18,16.5,22.2,11.4
_2295,MARIBOR - TABOR,2018-05-19,14.7,22.1,11.6
_2295,MARIBOR - TABOR,2018-05-20,16.5,21.5,13.5
_2295,MARIBOR - TABOR,2018-05-21,17.3,22.2,12.4
_2295,MARIBOR - TABOR,2018-05-22,18.2,21.9,11.5
_2295,MARIBOR - TABOR,2018-05-23,18.6,24.2,12.8
_2295,MARIBOR - TABOR,2018-05-24,18.8,24.1,16.2
_2295,MARIBOR - TABOR,2018-05-25,17.5,22.8,15.8
_2295,MARIBOR - TABOR,2018-05-26,20.2,25.3,13.2
_2295,MARIBOR - TABOR,2018-05-27,21.3,26.7,14.6
_2295,MARIBOR - TABOR,2018-05-28,22.3,27.8,15.2
_2295,MARIBOR - TABOR,2018-05-29,21.2,26.9,17.3
_2295,MARIBOR - TABOR,2018-05-30,21.2,26.4,15.6
_2295,MARIBOR - TABOR,2018-05-31,22.3,28.5,16.1
_2295,MARIBOR - TABOR,2018-06-01,20.7,28.9,16.9
_2295,MARIBOR - TABOR,2018-06-02,20.4,27.6,14.5
_2295,MARIBOR - TABOR,2018-06-03,22,27.2,15.4
_2295,MARIBOR - TABOR,2018-06-04,22.1,28.1,16.2
_2295,MARIBOR - TABOR,2018-06-05,21.2,28.5,16.9
_2295,MARIBOR - TABOR,2018-06-06,22,28,16.4
_2295,MARIBOR - TABOR,2018-06-07,19.4,25.2,16.8
_2295,MARIBOR - TABOR,2018-06-08,20.6,28.1,14.6
_2295,MARIBOR - TABOR,2018-06-09,21.1,25.2,15.8
_2295,MARIBOR - TABOR,2018-06-10,23.2,28.4,16.6
_2295,MARIBOR - TABOR,2018-06-11,25,30.3,17.4
_2295,MARIBOR - TABOR,2018-06-12,22.7,29.4,18.5
_2295,MARIBOR - TABOR,2018-06-13,18.6,22.3,16.4
_2295,MARIBOR - TABOR,2018-06-14,17.1,20.2,15.5
_2295,MARIBOR - TABOR,2018-06-15,18.8,23.2,15.4
_2295,MARIBOR - TABOR,2018-06-16,20.8,25.9,15.7
_2295,MARIBOR - TABOR,2018-06-17,21.1,26.4,17.1
_2295,MARIBOR - TABOR,2018-06-18,23.6,28.3,17.6
_2295,MARIBOR - TABOR,2018-06-19,23.1,28.1,16.6
_2295,MARIBOR - TABOR,2018-06-20,24.1,28.9,16.6
_2295,MARIBOR - TABOR,2018-06-21,22.5,31.4,16.5
_2295,MARIBOR - TABOR,2018-06-22,13.8,19.8,13.1
_2295,MARIBOR - TABOR,2018-06-23,16.9,21.5,9
_2295,MARIBOR - TABOR,2018-06-24,16.5,21,12.5
_2295,MARIBOR - TABOR,2018-06-25,14.4,19.3,12.6
_2295,MARIBOR - TABOR,2018-06-26,16.8,22.8,12.2
_2295,MARIBOR - TABOR,2018-06-27,17.5,22.7,13.8
_2295,MARIBOR - TABOR,2018-06-28,17.3,20.4,14.1
_2295,MARIBOR - TABOR,2018-06-29,21.9,25.6,17
_2295,MARIBOR - TABOR,2018-06-30,21.1,27.7,18.6
_2295,MARIBOR - TABOR,2018-07-01,17.6,21.8,14.1
_2295,MARIBOR - TABOR,2018-07-02,19.6,23.7,13.8
_2295,MARIBOR - TABOR,2018-07-03,22.3,26,18.3
_2295,MARIBOR - TABOR,2018-07-04,21.7,26.8,17.3
_2295,MARIBOR - TABOR,2018-07-05,22.9,30.1,16.5
_2295,MARIBOR - TABOR,2018-07-06,19.2,21.2,17.4
_2295,MARIBOR - TABOR,2018-07-07,21.4,27.1,17.6
_2295,MARIBOR - TABOR,2018-07-08,21.3,25.4,14.9
_2295,MARIBOR - TABOR,2018-07-09,21.1,26.8,15.6
_2295,MARIBOR - TABOR,2018-07-10,22.1,27,15.3
_2295,MARIBOR - TABOR,2018-07-11,16.6,21.6,15.2
_2295,MARIBOR - TABOR,2018-07-12,19.1,23.6,14.8
_2295,MARIBOR - TABOR,2018-07-13,21.1,26.1,17.3
_2295,MARIBOR - TABOR,2018-07-14,22.5,28.5,15.7
_2295,MARIBOR - TABOR,2018-07-15,20.8,25.1,16.3
_2295,MARIBOR - TABOR,2018-07-16,19.6,26.5,14.6
_2295,MARIBOR - TABOR,2018-07-17,21.9,27.5,16.6
_2295,MARIBOR - TABOR,2018-07-18,24.6,30.4,17.7
_2295,MARIBOR - TABOR,2018-07-19,23.6,30.3,16.1
_2295,MARIBOR - TABOR,2018-07-20,22.6,28.9,17.4
_2295,MARIBOR - TABOR,2018-07-21,22.1,27.7,16
_2295,MARIBOR - TABOR,2018-07-22,20.8,25.5,17.6
_2295,MARIBOR - TABOR,2018-07-23,18.9,23.6,16.4
_2295,MARIBOR - TABOR,2018-07-24,22.9,28.8,17.3
_2295,MARIBOR - TABOR,2018-07-25,22.8,29.6,18.2
_2295,MARIBOR - TABOR,2018-07-26,22.7,28.4,17.7
_2295,MARIBOR - TABOR,2018-07-27,24,29.4,18
_2295,MARIBOR - TABOR,2018-07-28,24.4,29.5,18.3
_2295,MARIBOR - TABOR,2018-07-29,26.2,31.7,20.3
_2295,MARIBOR - TABOR,2018-07-30,26.2,32.2,20.9
_2295,MARIBOR - TABOR,2018-07-31,26.4,32.8,21
_2295,MARIBOR - TABOR,2018-08-01,24.3,32.4,20.9
_2295,MARIBOR - TABOR,2018-08-02,22,28.3,20.4
_2295,MARIBOR - TABOR,2018-08-03,24.4,31,20.2
_2295,MARIBOR - TABOR,2018-08-04,24.5,30.4,19
_2295,MARIBOR - TABOR,2018-08-05,24.5,31.5,18.4
_2295,MARIBOR - TABOR,2018-08-06,25.2,30.4,19.3
_2295,MARIBOR - TABOR,2018-08-07,24.2,31.3,19.3
_2295,MARIBOR - TABOR,2018-08-08,26.8,32.3,17.7
_2295,MARIBOR - TABOR,2018-08-09,26.9,33.2,20
_2295,MARIBOR - TABOR,2018-08-10,23.8,30.9,20.7
_2295,MARIBOR - TABOR,2018-08-11,22.1,26.7,18.8
_2295,MARIBOR - TABOR,2018-08-12,22.7,27.9,17.2
_2295,MARIBOR - TABOR,2018-08-13,25.5,31.8,16.4
_2295,MARIBOR - TABOR,2018-08-14,19.6,25.2,17.8
_2295,MARIBOR - TABOR,2018-08-15,20.6,26.7,16.6
_2295,MARIBOR - TABOR,2018-08-16,21,27.2,16.3
_2295,MARIBOR - TABOR,2018-08-17,21.9,28.1,15
_2295,MARIBOR - TABOR,2018-08-18,23.4,29.8,17.1
_2295,MARIBOR - TABOR,2018-08-19,23.9,30.7,18.3
_2295,MARIBOR - TABOR,2018-08-20,24.4,31.5,18
_2295,MARIBOR - TABOR,2018-08-21,24.6,31.3,19.1
_2295,MARIBOR - TABOR,2018-08-22,24.2,31,18.7
_2295,MARIBOR - TABOR,2018-08-23,24.8,31.3,18.4
_2295,MARIBOR - TABOR,2018-08-24,21.3,30.3,17.8
_2295,MARIBOR - TABOR,2018-08-25,16.4,18.5,14.9
_2295,MARIBOR - TABOR,2018-08-26,13.2,14.9,11.2
_2295,MARIBOR - TABOR,2018-08-27,16,22.9,11.3
_2295,MARIBOR - TABOR,2018-08-28,19.4,26.1,12.2
_2295,MARIBOR - TABOR,2018-08-29,19.9,26.4,12.9
_2295,MARIBOR - TABOR,2018-08-30,19.1,26.3,13.9
_2295,MARIBOR - TABOR,2018-08-31,18.7,23,15.1
_2295,MARIBOR - TABOR,2018-09-01,17.4,19,16.8
_2295,MARIBOR - TABOR,2018-09-02,17.8,20.7,15.8
_2295,MARIBOR - TABOR,2018-09-03,18.7,22.3,16.3
_2295,MARIBOR - TABOR,2018-09-04,17.7,19.4,15.8
_2295,MARIBOR - TABOR,2018-09-05,20,26.5,16.8
_2295,MARIBOR - TABOR,2018-09-06,20.7,25.4,15.7
_2295,MARIBOR - TABOR,2018-09-07,20,25.4,16.4
_2295,MARIBOR - TABOR,2018-09-08,19.3,25.3,16.5
_2295,MARIBOR - TABOR,2018-09-09,19.7,26.6,13.4
_2295,MARIBOR - TABOR,2018-09-10,20,27.1,14.9
_2295,MARIBOR - TABOR,2018-09-11,20.3,28,14.8
_2295,MARIBOR - TABOR,2018-09-12,21.6,28.7,15.3
_2295,MARIBOR - TABOR,2018-09-13,21.1,27.4,16.3
_2295,MARIBOR - TABOR,2018-09-14,19.4,26.2,16.6
_2295,MARIBOR - TABOR,2018-09-15,18.3,24.3,14.9
_2295,MARIBOR - TABOR,2018-09-16,18.8,25,14.6
_2295,MARIBOR - TABOR,2018-09-17,19.6,26.6,13.3
_2295,MARIBOR - TABOR,2018-09-18,19.1,26.1,13.1
_2295,MARIBOR - TABOR,2018-09-19,19.9,26.3,14.3
_2295,MARIBOR - TABOR,2018-09-20,20.1,27.3,15.2
_2295,MARIBOR - TABOR,2018-09-21,19.7,27.1,14.1
_2295,MARIBOR - TABOR,2018-09-22,11.7,18.5,11
_2295,MARIBOR - TABOR,2018-09-23,14.8,19,10.9
_2295,MARIBOR - TABOR,2018-09-24,11.9,18.9,8.7
_2295,MARIBOR - TABOR,2018-09-25,8.7,14.8,4.4
_2295,MARIBOR - TABOR,2018-09-26,8.4,15.2,3.4
_2295,MARIBOR - TABOR,2018-09-27,11.7,20.4,2.9
_2295,MARIBOR - TABOR,2018-09-28,14.1,22.2,5.6
_2295,MARIBOR - TABOR,2018-09-29,12.4,17.3,9.8
_2295,MARIBOR - TABOR,2018-09-30,9.1,16,4.1
_2295,MARIBOR - TABOR,2018-10-01,11,17.6,3.4
_2295,MARIBOR - TABOR,2018-10-02,9.7,14,8
_2295,MARIBOR - TABOR,2018-10-03,11.4,18.8,3.7
_2295,MARIBOR - TABOR,2018-10-04,11.4,18,6.4
_2295,MARIBOR - TABOR,2018-10-05,11.1,19.1,5.4
_2295,MARIBOR - TABOR,2018-10-06,14.3,21.1,6.4
_2295,MARIBOR - TABOR,2018-10-07,15.8,19.1,12.1
_2295,MARIBOR - TABOR,2018-10-08,14.7,19,13.3
_2295,MARIBOR - TABOR,2018-10-09,15,20.9,10.9
_2295,MARIBOR - TABOR,2018-10-10,14.3,21.6,11.6
_2295,MARIBOR - TABOR,2018-10-11,14,22,9
_2295,MARIBOR - TABOR,2018-10-12,13.4,20.8,8.9
_2295,MARIBOR - TABOR,2018-10-13,13.4,20.7,9.3
_2295,MARIBOR - TABOR,2018-10-14,12.5,19.8,8.6
_2295,MARIBOR - TABOR,2018-10-15,12.5,16.4,8.9
_2295,MARIBOR - TABOR,2018-10-16,12.2,16.1,9.8
_2295,MARIBOR - TABOR,2018-10-17,14.5,20,10.7
_2295,MARIBOR - TABOR,2018-10-18,14.8,21,12.3
_2295,MARIBOR - TABOR,2018-10-19,14,20.4,11.1
_2295,MARIBOR - TABOR,2018-10-20,12.4,19.3,8.3
_2295,MARIBOR - TABOR,2018-10-21,8.5,13.2,6.5
_2295,MARIBOR - TABOR,2018-10-22,9.8,14.7,6.5
_2295,MARIBOR - TABOR,2018-10-23,10.3,16.1,5.5
_2295,MARIBOR - TABOR,2018-10-24,11.9,21.5,7.3
_2295,MARIBOR - TABOR,2018-10-25,9.9,18.4,7
_2295,MARIBOR - TABOR,2018-10-26,10.9,19.8,5.5
_2295,MARIBOR - TABOR,2018-10-27,12.6,18.9,8.4
_2295,MARIBOR - TABOR,2018-10-28,10.6,12.2,8.2
_2295,MARIBOR - TABOR,2018-10-29,16.5,18.7,12.2
_2295,MARIBOR - TABOR,2018-10-30,13.5,18.3,10.2
_2295,MARIBOR - TABOR,2018-10-31,11.8,17.9,8.3
_2295,MARIBOR - TABOR,2018-11-01,12.6,16.9,6.6
_2295,MARIBOR - TABOR,2018-11-02,12.8,15.9,8.8
_2295,MARIBOR - TABOR,2018-11-03,14.1,17.3,12.4
_2295,MARIBOR - TABOR,2018-11-04,13.4,14.9,12.5
_2295,MARIBOR - TABOR,2018-11-05,12.2,15.5,10.7
_2295,MARIBOR - TABOR,2018-11-06,11.1,13.8,8.7
_2295,MARIBOR - TABOR,2018-11-07,10.1,14,8.7
_2295,MARIBOR - TABOR,2018-11-08,10.6,13.5,7.8
_2295,MARIBOR - TABOR,2018-11-09,10.9,14.6,9.9
_2295,MARIBOR - TABOR,2018-11-10,10.1,16.8,7.9
